,business_id,state,category,recal_stars
0,AEx2SYEUJmTxVVB18LlCwA,QC,Diners,3.733333333333333
15,VR6GpWIda3SfvPC-lg9H3w,QC,Canadian (New),4.285714285714286
22,ACFtxLv8pGrrxMm6EgjreA,QC,Fast Food,3.5
32,s2I_Ni76bjJNK9yG60iD-Q,QC,Bakeries,4.232142857142857
88,9_CGhHMz8698M9-PkVf0CQ,ON,Thai,3.4615384615384617
101,5r6-G9C4YLbC7Ziz57l3rQ,ON,Fast Food,3.5
139,XWTPNfskXoUL-Lf32wSk0Q,ON,Breakfast & Brunch,3.333333333333333
151,PFPUMF38-lraKzLcTiz5gQ,ON,American (Traditional),3.0
153,oWTn2IzrprsRkPfULtjZtQ,ON,Burgers,3.9384615384615382
218,zgQHtqX0gqMw1nlBZl2VnQ,ON,American (New),3.074766355140187
325,Xy74meQwdTnloAAyRC-4cg,ON,Burgers,4.222222222222221
334,hjk3ox7w1akbEuOgTJ03Bw,ON,Vietnamese,2.375
342,ZnxudK5ExgpfXs4bicS4IA,ON,Chinese,3.5
344,Eox_Qq74oaFZ-YjthpHhBw,ON,Canadian (New),3.555555555555556
353,zxJlg4XCHNoFy78WZPv89w,QC,Breakfast & Brunch,2.333333333333333
356,N93EYZy9R0sdlEvubu94ig,ON,Vietnamese,4.2298850574712645
530,I8rveLd-dl81u6c8YqAxmw,ON,Japanese,3.1428571428571432
537,a9aW5e731lplWGHUZ02-zQ,ON,Asian Fusion,3.68
562,vyeQzjZFx6KoL2pJBQ2QFA,ON,Sushi Bars,3.7142857142857135
569,D2PmpZYRdRnzL7q4Wprf3Q,ON,Cafes,4.0
570,7Uti5EeAwm3drG14KVrE3Q,ON,Italian,3.4
580,BmSLyxm8b86dtzwuT7LqBA,ON,Asian Fusion,3.75
588,TrOgTZ0DfmQxvpTehiNibQ,ON,Mediterranean,3.117647058823529
605,Uq-GOs9_IqweUsB5MdII9w,ON,Bakeries,4.078947368421051
643,3vs6rARRBm-O99y4bryilw,ON,Japanese,3.0
649,I44P6Pfoey2pArOhhx2RnA,ON,Japanese,3.5
653,zkU-WMio8g6dpRJ2Y2xqvQ,ON,Chinese,2.8181818181818183
664,P-nqq5kOv2wV2mB5To5elQ,ON,Canadian (New),2.952380952380953
685,3RlylOY452bA8rwliPUeUQ,ON,Korean,3.0909090909090913
696,SCklYa_jhihWAcfIn-_chg,ON,French,3.939393939393939
729,lRwpFFaFr3QQ5fGHkk3eXQ,ON,Sushi Bars,2.0
737,806kkDGaRCJ4lZLRcEf-iw,QC,Vietnamese,3.1428571428571432
751,S5bNE4Pmin8OQUMOFod8bQ,ON,Italian,3.0
766,xpJEBXTCQh5Ib8BJrjt9Bg,ON,Canadian (New),3.9
776,yuFdJdrnfMp3cfXVwTXjjA,ON,Japanese,4.285714285714286
783,rdn0vLw8Ln5_PBwRcE6BZw,ON,Korean,3.0
795,dw2ST-AHUbu2xq0QNfngBA,ON,American (New),3.8372093023255816
838,ik9VvawL-BeAqlxTI1leew,ON,Japanese,4.1
848,1jNteKQ2JuF6Sk1SI9X23Q,ON,Chinese,3.083333333333333
860,xNNAfZJkLZlAeS-I7-QwgA,ON,Vietnamese,4.0
861,FjTihEfjgq9dm3IJ7S888Q,ON,Canadian (New),3.636363636363636
872,JnKzrXKxY1cThJ0vNk-4pA,ON,Japanese,2.7058823529411766
889,An-JJle53UMHokU4MwFktg,ON,Chinese,3.75
901,ZilzayEdyk70SoI-wruJbg,ON,Chinese,3.7222222222222223
937,oqJe5o_4J0xkhvTSTP9UNQ,ON,Japanese,3.928571428571429
951,yaViddk9vxi-7p8DnjoClw,ON,Sushi Bars,2.833333333333333
957,TR0-w6VoZDAdvFQiq7P2Ug,ON,Desserts,3.844444444444445
1002,4UmjnX46qbhV6-D5W89IOQ,NV,Fast Food,3.7142857142857135
1009,IXXERocY1bqGwRllcy8J2w,WI,Breakfast & Brunch,4.607142857142857
1037,JlNeaOymdVbE6_bubqjohg,AZ,Mexican,4.0
1051,0Rni7ocMC_Lg2UH0lDeKMQ,AZ,Pizza,3.555555555555556
1060,uN2oZDJGO078ExbbV_DGmA,ON,Fast Food,2.1666666666666665
1066,qbQ1qZx6eTy7pOOXMBfQNQ,ON,Breakfast & Brunch,3.3846153846153846
1079,XCxxPZ3Lu5mwmIo7IQRf1g,ON,Korean,3.8571428571428568
1114,VTs4f6LnUMHD4ysOezHSUQ,ON,Fast Food,2.555555555555556
1123,NUHNLaMg7aMesMdAiie73w,ON,Italian,3.8666666666666663
1138,cefRDEK5O3t_iUuwnmL27Q,ON,Breakfast & Brunch,3.6666666666666665
1159,pmOlcFQg9Vs3ONHpVNNXjA,ON,Breakfast & Brunch,3.333333333333333
1165,pOEL97ld-FJMKO8Ki8JmYg,ON,Canadian (New),2.677419354838709
1196,ogSBjY4agU0KDQJ2LOAc0g,ON,Fast Food,3.333333333333333
1199,kGOr_D-LNpgZ2M9N8TT4QQ,ON,Breakfast & Brunch,3.4838709677419355
1230,M8_C-be43AQsH_sEgLPFPg,ON,Italian,1.6666666666666667
1233,9Jc3W0aR9Xf2gcHI0rEXsw,NV,American (Traditional),2.6
1238,xVEtGucSRLk5pxxN0t4i6g,NV,Steakhouses,4.103896103896104
1469,6Toez65egZSMV1iohQWGIQ,ON,Mediterranean,3.6666666666666665
1475,iL2pb5Khi6jV113vOVQCvA,ON,Mexican,3.6666666666666665
1484,bKh66jlEqEKZZFkjWipt8w,ON,Breakfast & Brunch,3.8181818181818175
1495,lUstDPzw7aEmnHoR2L_SYw,ON,Cafes,2.0
1497,_vZ7bHaGCjllogiZ7RH17w,ON,Asian Fusion,3.1764705882352944
1514,vnIdWzIB2W4j9cDcd6tHAQ,ON,Mexican,3.0
1519,R3Cg6XvdBNXXNbEu6M977A,QC,Pizza,4.25
1523,SN0-O-CuIsyZf3LGZVEUAw,ON,Japanese,4.0
1524,2LZGeJy8qByYKB71ML-jcw,NV,American (Traditional),2.4705882352941178
1541,DbTpQB1BSi76naw2aHXouQ,ON,Seafood,4.142857142857143
1548,hZuRyS8IXXuEQkUCas9O1Q,ON,Pizza,1.0
1549,lFPNibSaYC3Vq4PCGaps_w,ON,Breakfast & Brunch,3.0
1551,qOuoI7hvzBAzF1Y43J7yKQ,ON,Canadian (New),3.5
1555,QePLHlU8MFaU2Sf9dzoLTg,ON,Japanese,4.0
