,state,category,cat_mean,state_mean,state_cat_mean
0,QC,Diners,3.458648252936071,3.658545434110208,3.4741412198572537
1,QC,Canadian (New),3.5013002401092614,3.658545434110208,3.753017931088519
2,QC,Fast Food,2.8139225910842534,3.658545434110208,3.373134328358209
3,QC,Bakeries,3.748266283220536,3.658545434110208,4.229469753392916
4,ON,Thai,3.5912827396675917,3.377117097744101,3.3489116677779918
5,ON,Fast Food,2.8139225910842534,3.377117097744101,2.9303464024624963
6,ON,Breakfast & Brunch,3.614623545243255,3.377117097744101,3.48339848001613
7,ON,American (Traditional),3.3431790146151608,3.377117097744101,3.1888507226764418
8,ON,Burgers,3.032025028160507,3.377117097744101,3.069759315914868
9,ON,American (New),3.5717218645575715,3.377117097744101,3.247252329272277
11,ON,Vietnamese,3.612969869002409,3.377117097744101,3.457322758989478
12,ON,Chinese,3.306037897540032,3.377117097744101,3.259277468952213
13,ON,Canadian (New),3.5013002401092614,3.377117097744101,3.3950005395268046
14,QC,Breakfast & Brunch,3.614623545243255,3.658545434110208,3.8025694320548697
16,ON,Japanese,3.5293622791179713,3.377117097744101,3.4839546580768777
17,ON,Asian Fusion,3.549120240663649,3.377117097744101,3.247125046824656
18,ON,Cafes,3.7290740012162185,3.377117097744101,3.523365169461273
19,ON,Italian,3.576156869047209,3.377117097744101,3.5137959774991403
21,ON,Mediterranean,3.676624124982331,3.377117097744101,3.358602452556553
22,ON,Bakeries,3.748266283220536,3.377117097744101,3.5970668745572403
27,ON,Korean,3.5715957476889564,3.377117097744101,3.498263560088401
28,ON,French,3.838284883489855,3.377117097744101,3.7562885982330423
29,ON,Sushi Bars,3.5459097922597382,3.377117097744101,3.361308497404892
30,QC,Vietnamese,3.612969869002409,3.658545434110208,3.753449671748641
39,ON,Sandwiches,3.4780511599261557,3.377117097744101,3.520456489575442
46,ON,Desserts,3.667756666328395,3.377117097744101,3.4034320804983014
47,NV,Fast Food,2.8139225910842534,3.4325654199787627,2.7947583352894747
48,WI,Breakfast & Brunch,3.614623545243255,3.4170391024209157,3.6739243491849805
49,AZ,Mexican,3.442446228770929,3.4034594106490634,3.4405090100821254
50,AZ,Pizza,3.34937901140748,3.4034594106490634,3.3259523682545424
62,NV,American (Traditional),3.3431790146151608,3.4325654199787627,3.357283557691911
63,NV,Steakhouses,3.5209484958850226,3.4325654199787627,3.7384865419155275
65,ON,Mexican,3.442446228770929,3.377117097744101,3.2776685500794
70,QC,Pizza,3.34937901140748,3.658545434110208,3.446799042431572
73,ON,Seafood,3.609399030696641,3.377117097744101,3.5531664127404934
77,ON,Delis,3.6225011343486946,3.377117097744101,3.3130866114561774
78,ON,Pizza,3.34937901140748,3.377117097744101,3.3305679884287276
89,NV,Mexican,3.442446228770929,3.4325654199787627,3.517425769948551
94,PA,American (Traditional),3.3431790146151608,3.52098536505332,3.484414302166745
97,NV,American (New),3.5717218645575715,3.4325654199787627,3.7213815572562843
100,NV,Asian Fusion,3.549120240663649,3.4325654199787627,3.780419842480844
101,NV,Burgers,3.032025028160507,3.4325654199787627,3.041299625113755
107,NV,Pizza,3.34937901140748,3.4325654199787627,3.17659926066695
108,NV,Italian,3.576156869047209,3.4325654199787627,3.6100957802302567
110,NV,Breakfast & Brunch,3.614623545243255,3.4325654199787627,3.5869982879885103
111,NV,Barbeque,3.515948793246193,3.4325654199787627,3.4215365976859293
115,NV,Tex-Mex,3.1436081294431517,3.4325654199787627,3.1283618254667562
116,NV,Thai,3.5912827396675917,3.4325654199787627,3.8003139016127805
117,NV,Sandwiches,3.4780511599261557,3.4325654199787627,3.5134000653710684
119,NV,Diners,3.458648252936071,3.4325654199787627,3.3856053648110205
124,NV,Seafood,3.609399030696641,3.4325654199787627,3.6900484908237248
126,NV,Cafes,3.7290740012162185,3.4325654199787627,3.5848266007256626
134,NV,Hot Dogs,3.5022945337624263,3.4325654199787627,3.4065060380694843
145,NV,Desserts,3.667756666328395,3.4325654199787627,3.7588603740208466
149,NV,Mediterranean,3.676624124982331,3.4325654199787627,3.920263656253476
164,NV,Chicken Wings,2.9171752451851902,3.4325654199787627,2.8848779330252206
166,AZ,Seafood,3.609399030696641,3.4034594106490634,3.6565545022716
168,AZ,Breakfast & Brunch,3.614623545243255,3.4034594106490634,3.601308439882267
171,AZ,Steakhouses,3.5209484958850226,3.4034594106490634,3.470872780282676
172,NV,Salad,3.63699362892279,3.4325654199787627,3.6456446491162957
176,NV,Vegetarian,3.8287664538894304,3.4325654199787627,3.756681580920008
177,NV,Vietnamese,3.612969869002409,3.4325654199787627,3.5731142211142104
193,NV,Japanese,3.5293622791179713,3.4325654199787627,3.7129849243980675
194,NV,Chinese,3.306037897540032,3.4325654199787627,3.411651094766799
198,NV,Indian,3.5549800662923956,3.4325654199787627,3.8803077989503305
226,NV,Sushi Bars,3.5459097922597382,3.4325654199787627,3.786253401755119
230,AZ,Burgers,3.032025028160507,3.4034594106490634,2.920120679526678
237,NC,Pizza,3.34937901140748,3.389854368165404,3.1727742427322916
239,NV,French,3.838284883489855,3.4325654199787627,4.2356476097879945
247,AZ,American (New),3.5717218645575715,3.4034594106490634,3.6184586098558147
250,NV,Delis,3.6225011343486946,3.4325654199787627,3.4765175671046253
253,NC,American (Traditional),3.3431790146151608,3.389854368165404,3.390907369179294
259,AZ,Sandwiches,3.4780511599261557,3.4034594106490634,3.4260341544900634
261,AZ,American (Traditional),3.3431790146151608,3.4034594106490634,3.335732392712006
263,PA,Fast Food,2.8139225910842534,3.52098536505332,2.6582845099762396
282,AZ,Diners,3.458648252936071,3.4034594106490634,3.3883510432433672
283,AZ,Caribbean,3.5900335334940165,3.4034594106490634,3.6159715729349178
284,AZ,Italian,3.576156869047209,3.4034594106490634,3.6594012101104396
286,AZ,Greek,3.6487977110725778,3.4034594106490634,3.938072954110789
288,AZ,Cafes,3.7290740012162185,3.4034594106490634,3.837909654004418
291,AZ,Asian Fusion,3.549120240663649,3.4034594106490634,3.6524008454480583
293,AZ,Mediterranean,3.676624124982331,3.4034594106490634,3.8488954494197944
296,AZ,Salad,3.63699362892279,3.4034594106490634,3.7979476137618726
302,AZ,Chinese,3.306037897540032,3.4034594106490634,3.3242402875255466
304,AZ,Delis,3.6225011343486946,3.4034594106490634,3.5153940868255837
305,AZ,Thai,3.5912827396675917,3.4034594106490634,3.8668410449037585
308,AZ,Desserts,3.667756666328395,3.4034594106490634,3.759806241496423
310,AZ,Latin American,3.9971496964267526,3.4034594106490634,3.8684788902425287
311,AZ,Vietnamese,3.612969869002409,3.4034594106490634,3.7900186866115413
316,AZ,Fast Food,2.8139225910842534,3.4034594106490634,2.7819528548546164
317,AZ,Vegetarian,3.8287664538894304,3.4034594106490634,4.043894375186912
332,AZ,French,3.838284883489855,3.4034594106490634,3.779240620136365
338,AZ,Hot Dogs,3.5022945337624263,3.4034594106490634,3.737683039718809
341,AZ,Barbeque,3.515948793246193,3.4034594106490634,3.535380163644368
349,ON,Latin American,3.9971496964267526,3.377117097744101,3.969980901230901
351,QC,Salad,3.63699362892279,3.658545434110208,3.3298838053740014
352,QC,Sushi Bars,3.5459097922597382,3.658545434110208,3.6200454033273677
354,QC,Italian,3.576156869047209,3.658545434110208,3.7455888082505733
355,NC,Burgers,3.032025028160507,3.389854368165404,3.0178684328120418
356,NC,Indian,3.5549800662923956,3.389854368165404,3.503411958315705
357,NC,Italian,3.576156869047209,3.389854368165404,3.6106891828332417
358,NC,American (New),3.5717218645575715,3.389854368165404,3.3931347577930824
412,AZ,Japanese,3.5293622791179713,3.4034594106490634,3.4089236054747554
414,AZ,Soup,3.518762816880065,3.4034594106490634,3.5711920766601484
418,PA,American (New),3.5717218645575715,3.52098536505332,3.5124487259136554
421,AZ,Tex-Mex,3.1436081294431517,3.4034594106490634,3.19761824432877
425,AZ,Sushi Bars,3.5459097922597382,3.4034594106490634,3.656681953812576
