,state,category,cat_mean,state_mean,state_cat_mean
0,QC,Diners,3.351157002438288,3.605680358647938,3.5176422109977246
1,QC,Canadian (New),3.4294424848072915,3.605680358647938,3.5674771915455232
2,QC,Fast Food,2.6339765660282413,3.605680358647938,2.813611111111111
3,QC,Bakeries,3.680875589461477,3.605680358647938,4.117155641293572
4,ON,Thai,3.578859355481403,3.3368014164211988,3.3142693990933747
5,ON,Fast Food,2.6339765660282413,3.3368014164211988,2.8811140478857054
6,ON,Breakfast & Brunch,3.4751638055005523,3.3368014164211988,3.343146351489054
7,ON,American (Traditional),3.234533439844821,3.3368014164211988,2.98117684027527
8,ON,Burgers,2.9011108581219944,3.3368014164211988,3.088140059274952
9,ON,American (New),3.420167780319306,3.3368014164211988,3.2174419639500687
11,ON,Vietnamese,3.5935034704821267,3.3368014164211988,3.3846664218194245
12,ON,Chinese,3.286041516038476,3.3368014164211988,3.2144114760160787
13,ON,Canadian (New),3.4294424848072915,3.3368014164211988,3.3664169916985167
14,QC,Breakfast & Brunch,3.4751638055005523,3.605680358647938,3.7430648239761695
16,ON,Japanese,3.4976807525797007,3.3368014164211988,3.426245939754872
17,ON,Asian Fusion,3.4677707465471084,3.3368014164211988,3.217616081582372
18,ON,Sushi Bars,3.5840829134064647,3.3368014164211988,3.415465489332573
19,ON,Cafes,3.7275767974909666,3.3368014164211988,3.5946794369084447
20,ON,Italian,3.460256029653655,3.3368014164211988,3.39085348653214
22,ON,Mediterranean,3.727335444355241,3.3368014164211988,3.4582438415223504
23,ON,Bakeries,3.680875589461477,3.3368014164211988,3.6842602670800346
28,ON,Korean,3.569160839313438,3.3368014164211988,3.466884496646154
29,ON,French,3.755795081406224,3.3368014164211988,3.488104413015146
31,QC,Vietnamese,3.5935034704821267,3.605680358647938,3.7536014517980916
47,ON,Desserts,3.672351133779104,3.3368014164211988,3.3190323280955703
48,NV,Fast Food,2.6339765660282413,3.3342388708939845,2.584942736798853
49,WI,Breakfast & Brunch,3.4751638055005523,3.3105998924966054,3.4981014808743534
50,AZ,Mexican,3.35542281711498,3.2990571979209884,3.351403190145547
51,AZ,Pizza,3.292766386727925,3.2990571979209884,3.2654068289735187
63,NV,American (Traditional),3.234533439844821,3.3342388708939845,3.3160347287019536
64,NV,Steakhouses,3.398714850895388,3.3342388708939845,3.7331159535057057
66,ON,Mexican,3.35542281711498,3.3368014164211988,3.309178412999932
71,QC,Pizza,3.292766386727925,3.605680358647938,3.368454431353733
74,ON,Seafood,3.50863866204404,3.3368014164211988,3.416806155760242
75,ON,Pizza,3.292766386727925,3.3368014164211988,3.278583139963573
79,ON,Delis,3.594192954268995,3.3368014164211988,3.6194285714285717
91,NV,Mexican,3.35542281711498,3.3342388708939845,3.408581075649615
97,PA,American (Traditional),3.234533439844821,3.4308397232701418,3.4153606924323543
100,NV,American (New),3.420167780319306,3.3342388708939845,3.5756438425764676
103,NV,Asian Fusion,3.4677707465471084,3.3342388708939845,3.8898865448517275
104,NV,Burgers,2.9011108581219944,3.3342388708939845,2.9038207373005336
110,NV,Pizza,3.292766386727925,3.3342388708939845,3.0739329773703927
111,NV,Italian,3.460256029653655,3.3342388708939845,3.495643285498429
113,NV,Breakfast & Brunch,3.4751638055005523,3.3342388708939845,3.526343799900754
114,NV,Barbeque,3.448863621559773,3.3342388708939845,3.5807427587016374
118,NV,Tex-Mex,2.9429392273295525,3.3342388708939845,2.7023388347728057
119,NV,Thai,3.578859355481403,3.3342388708939845,3.860156985361863
120,NV,Sandwiches,3.3940051535359226,3.3342388708939845,3.2626903780827736
122,NV,Diners,3.351157002438288,3.3342388708939845,3.2623140148115
127,NV,Seafood,3.50863866204404,3.3342388708939845,3.6553304818849477
129,NV,Cafes,3.7275767974909666,3.3342388708939845,3.499853878961319
137,NV,Hot Dogs,3.4998024698433077,3.3342388708939845,3.4199195527600246
148,NV,Desserts,3.672351133779104,3.3342388708939845,3.851138341867209
152,NV,Mediterranean,3.727335444355241,3.3342388708939845,3.8667004223378596
167,NV,Chicken Wings,2.8467689463291936,3.3342388708939845,2.9886547443607943
169,AZ,Seafood,3.50863866204404,3.2990571979209884,3.5368704931138804
171,AZ,Breakfast & Brunch,3.4751638055005523,3.2990571979209884,3.4990407148989098
174,AZ,Steakhouses,3.398714850895388,3.2990571979209884,3.2975924134590007
175,NV,Salad,3.5641532884467755,3.3342388708939845,3.6163753435572814
179,NV,Vegetarian,3.8438673134566392,3.3342388708939845,3.8653228120066463
180,NV,Vietnamese,3.5935034704821267,3.3342388708939845,3.6291514833392786
196,NV,Japanese,3.4976807525797007,3.3342388708939845,3.6383563317276275
197,NV,Chinese,3.286041516038476,3.3342388708939845,3.294593669888037
201,NV,Indian,3.4998923758693445,3.3342388708939845,3.56009268243403
229,NV,Sushi Bars,3.5840829134064647,3.3342388708939845,3.751203890471834
233,AZ,Burgers,2.9011108581219944,3.2990571979209884,2.7489878084018637
240,NC,Pizza,3.292766386727925,3.2825743942632966,3.3066271672705354
242,NV,French,3.755795081406224,3.3342388708939845,4.1181119296830655
250,AZ,American (New),3.420167780319306,3.2990571979209884,3.4825502816329807
253,NV,Delis,3.594192954268995,3.3342388708939845,3.374233273776598
256,NC,American (Traditional),3.234533439844821,3.2825743942632966,3.2136427810846193
262,AZ,Sandwiches,3.3940051535359226,3.2990571979209884,3.3300722903374282
264,AZ,American (Traditional),3.234533439844821,3.2990571979209884,3.213691409510755
266,PA,Fast Food,2.6339765660282413,3.4308397232701418,2.6848484848484846
285,AZ,Diners,3.351157002438288,3.2990571979209884,3.148351937012563
286,AZ,Caribbean,3.761764014308088,3.2990571979209884,3.7845866657062106
287,AZ,Italian,3.460256029653655,3.2990571979209884,3.505165527072883
289,AZ,Greek,3.49244022264695,3.2990571979209884,3.732241722009812
291,AZ,Cafes,3.7275767974909666,3.2990571979209884,3.8277749061560886
294,AZ,Asian Fusion,3.4677707465471084,3.2990571979209884,3.5356988008961743
296,AZ,Mediterranean,3.727335444355241,3.2990571979209884,3.876592994356887
299,AZ,Salad,3.5641532884467755,3.2990571979209884,3.611967447112802
304,AZ,Chinese,3.286041516038476,3.2990571979209884,3.401513473432348
306,AZ,Delis,3.594192954268995,3.2990571979209884,3.4375536385781587
307,AZ,Thai,3.578859355481403,3.2990571979209884,3.828100817523662
310,AZ,Desserts,3.672351133779104,3.2990571979209884,3.699167740256446
312,AZ,Latin American,3.83466548678827,3.2990571979209884,3.5698239565026793
313,AZ,Vietnamese,3.5935034704821267,3.2990571979209884,3.837848098792179
318,AZ,Fast Food,2.6339765660282413,3.2990571979209884,2.5370959288580406
319,AZ,Vegetarian,3.8438673134566392,3.2990571979209884,4.0338805892304626
334,AZ,French,3.755795081406224,3.2990571979209884,3.573765539035133
340,AZ,Hot Dogs,3.4998024698433077,3.2990571979209884,3.672091023558867
343,AZ,Barbeque,3.448863621559773,3.2990571979209884,3.412296251623126
351,ON,Latin American,3.83466548678827,3.3368014164211988,3.8409998791005657
353,QC,Salad,3.5641532884467755,3.605680358647938,3.637474120082816
354,QC,Sushi Bars,3.5840829134064647,3.605680358647938,3.760860972295895
356,QC,Italian,3.460256029653655,3.605680358647938,3.5807654447531414
357,NC,Burgers,2.9011108581219944,3.2825743942632966,2.650593590084465
358,NC,Indian,3.4998923758693445,3.2825743942632966,3.34953883230887
359,NC,Italian,3.460256029653655,3.2825743942632966,3.4397148356333322
360,NC,American (New),3.420167780319306,3.2825743942632966,3.2700482731188623
416,AZ,Japanese,3.4976807525797007,3.2990571979209884,3.577441276143453
418,AZ,Soup,3.5744838925302744,3.2990571979209884,3.510953293923766
424,AZ,Tex-Mex,2.9429392273295525,3.2990571979209884,3.024677458592807
428,AZ,Sushi Bars,3.5840829134064647,3.2990571979209884,3.637551657755118
456,PA,Thai,3.578859355481403,3.4308397232701418,3.983884357402211
476,QC,Mediterranean,3.727335444355241,3.605680358647938,3.920631902186162
478,QC,Cafes,3.7275767974909666,3.605680358647938,3.9197753457401077
480,QC,Burgers,2.9011108581219944,3.605680358647938,3.456468469757566
485,QC,American (New),3.420167780319306,3.605680358647938,2.7211538461538463
491,QC,Japanese,3.4976807525797007,3.605680358647938,3.5610099600899154
492,QC,Indian,3.4998923758693445,3.605680358647938,3.606558682285896
495,QC,Korean,3.569160839313438,3.605680358647938,3.9000381364667076
496,ON,Tex-Mex,2.9429392273295525,3.3368014164211988,3.0778763856281017
498,QC,Vegetarian,3.8438673134566392,3.605680358647938,3.7363019468236356
499,QC,Thai,3.578859355481403,3.605680358647938,3.3084778184778187
500,ON,Indian,3.4998923758693445,3.3368014164211988,3.4198168250277368
502,QC,Chinese,3.286041516038476,3.605680358647938,3.4210908412770094
503,QC,Sandwiches,3.3940051535359226,3.605680358647938,3.699594295964584
504,QC,Desserts,3.672351133779104,3.605680358647938,3.9673517126148705
505,QC,Asian Fusion,3.4677707465471084,3.605680358647938,3.5308176100628925
508,QC,American (Traditional),3.234533439844821,3.605680358647938,3.1028574029807428
512,QC,Middle Eastern,3.6158161299051543,3.605680358647938,3.5208638105189833
537,NC,Bakeries,3.680875589461477,3.2825743942632966,4.017379947759695
538,NC,Barbeque,3.448863621559773,3.2825743942632966,3.5542259098726823
539,NC,Latin American,3.83466548678827,3.2825743942632966,4.002103748345579
540,NC,Asian Fusion,3.4677707465471084,3.2825743942632966,3.4599202633484927
542,PA,Steakhouses,3.398714850895388,3.4308397232701418,3.1048223448378245
545,PA,American (New),3.420167780319306,3.4308397232701418,3.3906933714318184
559,QC,Hot Dogs,3.4998024698433077,3.605680358647938,3.6012820512820514
562,QC,Mexican,3.35542281711498,3.605680358647938,3.4806524328845754
569,QC,French,3.755795081406224,3.605680358647938,3.865654367350325
580,QC,German,3.845028308601824,3.605680358647938,4.333333333333333
583,QC,Greek,3.49244022264695,3.605680358647938,3.5962709403885875
594,QC,Tex-Mex,2.9429392273295525,3.605680358647938,3.7527777777777778
595,QC,Latin American,3.83466548678827,3.605680358647938,4.08469387755102
597,QC,Barbeque,3.448863621559773,3.605680358647938,3.31787719775642
611,WI,Seafood,3.50863866204404,3.3105998924966054,3.4892946293808365
612,ON,Sandwiches,3.3940051535359226,3.3368014164211988,3.390599161416392
636,ON,Diners,3.351157002438288,3.3368014164211988,3.3600129609542853
645,NV,Korean,3.569160839313438,3.3342388708939845,3.6961903293306047
653,IL,Steakhouses,3.398714850895388,3.2971408939927374,2.646488927738928
655,NC,Chinese,3.286041516038476,3.2825743942632966,3.2954318829318834
656,NC,Diners,3.351157002438288,3.2825743942632966,3.347990522872985
669,ON,Middle Eastern,3.6158161299051543,3.3368014164211988,3.5091137462539845
674,OH,Sandwiches,3.3940051535359226,3.343876146757505,3.4924227492192403
679,OH,Breakfast & Brunch,3.4751638055005523,3.343876146757505,3.4707794394645552
681,ON,Barbeque,3.448863621559773,3.3368014164211988,3.335868681390936
690,OH,Cafes,3.7275767974909666,3.343876146757505,3.6721982486688365
691,ON,Caribbean,3.761764014308088,3.3368014164211988,3.7112701804368466
702,ON,Greek,3.49244022264695,3.3368014164211988,3.2356466939579414
712,PA,Chinese,3.286041516038476,3.4308397232701418,3.412303123484093
714,WI,Sandwiches,3.3940051535359226,3.3105998924966054,3.301107635533865
715,WI,American (Traditional),3.234533439844821,3.3105998924966054,3.3199741795706967
717,WI,Chicken Wings,2.8467689463291936,3.3105998924966054,2.553370140326662
718,WI,Mexican,3.35542281711498,3.3105998924966054,3.3383209504365934
719,WI,American (New),3.420167780319306,3.3105998924966054,3.506235677057313
720,WI,Asian Fusion,3.4677707465471084,3.3105998924966054,3.661287754391203
721,WI,Steakhouses,3.398714850895388,3.3105998924966054,3.185706362409937
723,WI,Pizza,3.292766386727925,3.3105998924966054,3.1902690894302617
726,WI,Cafes,3.7275767974909666,3.3105998924966054,4.127654608172436
729,WI,Burgers,2.9011108581219944,3.3105998924966054,2.6464655022426404
735,WI,Italian,3.460256029653655,3.3105998924966054,3.421594342593213
739,WI,Salad,3.5641532884467755,3.3105998924966054,3.370194003527337
740,WI,Fast Food,2.6339765660282413,3.3105998924966054,2.4560539902235403
743,WI,Chinese,3.286041516038476,3.3105998924966054,3.0579643040599747
769,NV,Bakeries,3.680875589461477,3.3342388708939845,3.623758880099883
777,NV,Greek,3.49244022264695,3.3342388708939845,3.5107328802617936
794,AZ,Bakeries,3.680875589461477,3.2990571979209884,3.539805607926723
840,NC,Breakfast & Brunch,3.4751638055005523,3.2825743942632966,3.3425002857486126
841,NC,Seafood,3.50863866204404,3.2825743942632966,3.4911241833367828
842,NC,Fast Food,2.6339765660282413,3.2825743942632966,2.5975446784707077
843,NC,Vegetarian,3.8438673134566392,3.2825743942632966,4.079800493201236
847,NC,Vietnamese,3.5935034704821267,3.2825743942632966,3.980458968076864
848,NC,Mexican,3.35542281711498,3.2825743942632966,3.321772604213164
851,NC,Sandwiches,3.3940051535359226,3.2825743942632966,3.409423834616626
853,NC,Delis,3.594192954268995,3.2825743942632966,3.7549187134017
855,NC,Steakhouses,3.398714850895388,3.2825743942632966,3.210021940631734
857,NC,Sushi Bars,3.5840829134064647,3.2825743942632966,3.414378777448715
863,NC,Korean,3.569160839313438,3.2825743942632966,3.7514285714285713
865,NC,French,3.755795081406224,3.2825743942632966,3.718792460736195
868,NC,Mediterranean,3.727335444355241,3.2825743942632966,3.5813053571087607
875,IL,Mexican,3.35542281711498,3.2971408939927374,3.208069584736252
881,IL,Barbeque,3.448863621559773,3.2971408939927374,4.004186289900575
883,NC,Desserts,3.672351133779104,3.2825743942632966,3.6715461825755944
889,NC,Japanese,3.4976807525797007,3.2825743942632966,3.367658368535155
897,NC,Soup,3.5744838925302744,3.2825743942632966,3.277636684303351
903,OH,Mediterranean,3.727335444355241,3.343876146757505,4.087225064645839
904,OH,Steakhouses,3.398714850895388,3.343876146757505,3.281215198671714
905,OH,Italian,3.460256029653655,3.343876146757505,3.4328476589071015
923,AZ,German,3.845028308601824,3.2990571979209884,3.585413329450027
958,NV,Soup,3.5744838925302744,3.3342388708939845,3.599782790492575
1048,PA,Pizza,3.292766386727925,3.4308397232701418,3.47097822080247
1102,PA,Soup,3.5744838925302744,3.4308397232701418,3.7325871592175934
1103,PA,Mediterranean,3.727335444355241,3.4308397232701418,4.119707182156575
1104,PA,Vegetarian,3.8438673134566392,3.4308397232701418,3.7026248291026613
1106,PA,Mexican,3.35542281711498,3.4308397232701418,3.3967269359299017
1109,PA,Bakeries,3.680875589461477,3.4308397232701418,3.4845759179092513
1113,PA,Barbeque,3.448863621559773,3.4308397232701418,3.5713226504501008
1116,PA,Diners,3.351157002438288,3.4308397232701418,3.3862860335609444
1117,PA,Burgers,2.9011108581219944,3.4308397232701418,2.8525998661073437
1118,PA,Italian,3.460256029653655,3.4308397232701418,3.4603158377610765
1122,PA,Sandwiches,3.3940051535359226,3.4308397232701418,3.6548412118004547
1124,PA,Desserts,3.672351133779104,3.4308397232701418,3.72311555516009
1171,AZ,Middle Eastern,3.6158161299051543,3.2990571979209884,3.8329401090936095
1180,AZ,Chicken Wings,2.8467689463291936,3.2990571979209884,2.6578429976991367
1202,NC,Middle Eastern,3.6158161299051543,3.2825743942632966,4.02010582010582
1206,NC,Thai,3.578859355481403,3.2825743942632966,3.6549007620731753
1215,NC,Salad,3.5641532884467755,3.2825743942632966,3.5709020656550297
1222,NC,Chicken Wings,2.8467689463291936,3.2825743942632966,2.9773549207816785
1236,NC,Tex-Mex,2.9429392273295525,3.2825743942632966,2.887414398047668
1245,SC,American (New),3.420167780319306,3.059302381610771,2.9035897435897433
1326,QC,Seafood,3.50863866204404,3.605680358647938,3.6313659734246353
1332,QC,Chicken Wings,2.8467689463291936,3.605680358647938,3.017936507936508
1347,OH,Japanese,3.4976807525797007,3.343876146757505,3.511939709222461
1348,AZ,Korean,3.569160839313438,3.2990571979209884,3.3400152718344795
1399,NC,Greek,3.49244022264695,3.2825743942632966,3.6954995834366136
1495,NV,Middle Eastern,3.6158161299051543,3.3342388708939845,3.9848216851303038
1497,IL,Chinese,3.286041516038476,3.2971408939927374,3.532475121886062
1528,OH,American (Traditional),3.234533439844821,3.343876146757505,3.240614103317524
1539,NC,Cafes,3.7275767974909666,3.2825743942632966,3.580226951645471
1544,PA,Middle Eastern,3.6158161299051543,3.4308397232701418,4.096671866145551
1547,WI,Vietnamese,3.5935034704821267,3.3105998924966054,3.3810628341814852
1572,ON,Soup,3.5744838925302744,3.3368014164211988,3.758052739064923
1586,ON,Vegetarian,3.8438673134566392,3.3368014164211988,3.6507509506911298
1588,ON,Salad,3.5641532884467755,3.3368014164211988,3.778102460465645
1602,ON,Chicken Wings,2.8467689463291936,3.3368014164211988,2.9865291471184228
1606,ON,Steakhouses,3.398714850895388,3.3368014164211988,3.42895517887805
1616,SC,Greek,3.49244022264695,3.059302381610771,4.684615384615384
1625,SC,Chinese,3.286041516038476,3.059302381610771,3.946444444444444
1629,SC,Barbeque,3.448863621559773,3.059302381610771,4.191002331002331
1641,SC,Chicken Wings,2.8467689463291936,3.059302381610771,2.7138888888888886
1642,SC,Mexican,3.35542281711498,3.059302381610771,3.168154761904762
1671,NC,German,3.845028308601824,3.2825743942632966,4.25
1674,OH,American (New),3.420167780319306,3.343876146757505,3.3575247460104047
1675,OH,Diners,3.351157002438288,3.343876146757505,3.5251034514177175
1786,PA,Sushi Bars,3.5840829134064647,3.4308397232701418,3.7998240078782346
1787,PA,Japanese,3.4976807525797007,3.4308397232701418,3.4889756259230715
1790,PA,Latin American,3.83466548678827,3.4308397232701418,3.6803147085216543
1793,PA,Hot Dogs,3.4998024698433077,3.4308397232701418,3.954960700496415
1890,WI,Barbeque,3.448863621559773,3.3105998924966054,3.3760357289769054
1891,WI,Japanese,3.4976807525797007,3.3105998924966054,3.454167208679137
1895,WI,Desserts,3.672351133779104,3.3105998924966054,3.430803571428571
1909,OH,Thai,3.578859355481403,3.343876146757505,3.828568811629494
