,state,category,cat_mean,state_mean,state_cat_mean
0,QC,Diners,3.484441010572927,3.6707948580213907,3.7227035391509076
1,QC,Canadian (New),3.5905896738083083,3.6707948580213907,3.882703492062457
2,QC,Fast Food,2.822188548153892,3.6707948580213907,3.199579831932773
3,QC,Bakeries,3.867906737575812,3.6707948580213907,4.275320148534434
4,ON,Thai,3.6141164609789542,3.3938307429666787,3.3840203259081543
5,ON,Fast Food,2.822188548153892,3.3938307429666787,2.872290988635228
6,ON,Breakfast & Brunch,3.5537714121829014,3.3938307429666787,3.4354296163749867
7,ON,American (Traditional),3.352998823426633,3.3938307429666787,3.0540971994350987
8,ON,Burgers,3.050744766053646,3.3938307429666787,3.1943985051264727
9,ON,American (New),3.5127565927821944,3.3938307429666787,3.361574214171662
11,ON,Vietnamese,3.6024750130817558,3.3938307429666787,3.427871378089273
12,ON,Chinese,3.3642817782712617,3.3938307429666787,3.3209420919594
13,ON,Canadian (New),3.5905896738083083,3.3938307429666787,3.469218439463274
14,QC,Breakfast & Brunch,3.5537714121829014,3.6707948580213907,3.651405751822457
16,ON,Japanese,3.514416257811828,3.3938307429666787,3.424784904100575
17,ON,Asian Fusion,3.5260063057410163,3.3938307429666787,3.3592776161250306
18,ON,Sushi Bars,3.5823546137154714,3.3938307429666787,3.435949959204454
19,ON,Cafes,3.828787362454361,3.3938307429666787,3.5520359567187927
20,ON,Italian,3.558283664768634,3.3938307429666787,3.5103220221116236
22,ON,Mediterranean,3.7395774887946702,3.3938307429666787,3.3902002545384895
23,ON,Bakeries,3.867906737575812,3.3938307429666787,3.749961324813067
28,ON,Korean,3.6480913248951956,3.3938307429666787,3.570131768032051
29,ON,French,3.848672718513265,3.3938307429666787,3.672144116429195
31,QC,Vietnamese,3.6024750130817558,3.6707948580213907,3.569888697021661
46,ON,Desserts,3.798222295262285,3.3938307429666787,3.630244209509401
47,NV,Fast Food,2.822188548153892,3.4267468085236104,2.7790026504605962
48,WI,Breakfast & Brunch,3.5537714121829014,3.4331907846678975,3.9234913268557787
49,AZ,Mexican,3.486524042524615,3.427027090060777,3.500855456036449
50,AZ,Pizza,3.355163600739853,3.427027090060777,3.3229715491877063
62,NV,American (Traditional),3.352998823426633,3.4267468085236104,3.390842935203852
63,NV,Steakhouses,3.4040551969343156,3.4267468085236104,3.6968870486515777
65,ON,Mexican,3.486524042524615,3.3938307429666787,3.3502469201005676
70,QC,Pizza,3.355163600739853,3.6707948580213907,3.486563595135024
73,ON,Seafood,3.593263066161751,3.3938307429666787,3.460242271622856
74,ON,Pizza,3.355163600739853,3.3938307429666787,3.28922832593482
78,ON,Delis,3.649989551855265,3.3938307429666787,3.5869162087912088
90,NV,Mexican,3.486524042524615,3.4267468085236104,3.5070303764600546
95,PA,American (Traditional),3.352998823426633,3.5133295276095002,3.5147206544717906
98,NV,American (New),3.5127565927821944,3.4267468085236104,3.5145569425465064
101,NV,Asian Fusion,3.5260063057410163,3.4267468085236104,3.8023371776103327
102,NV,Burgers,3.050744766053646,3.4267468085236104,2.9868605863581768
108,NV,Pizza,3.355163600739853,3.4267468085236104,3.1734342242608204
109,NV,Italian,3.558283664768634,3.4267468085236104,3.483865241214571
111,NV,Breakfast & Brunch,3.5537714121829014,3.4267468085236104,3.6009603905305414
112,NV,Barbeque,3.5401573035074443,3.4267468085236104,3.5661811000923835
116,NV,Tex-Mex,3.1248058916991757,3.4267468085236104,3.143230596190361
117,NV,Thai,3.6141164609789542,3.4267468085236104,3.8342534229537
118,NV,Sandwiches,3.509013890412674,3.4267468085236104,3.404543221735838
120,NV,Diners,3.484441010572927,3.4267468085236104,3.4543317968620504
125,NV,Seafood,3.593263066161751,3.4267468085236104,3.6738688790123346
127,NV,Cafes,3.828787362454361,3.4267468085236104,3.733579070380567
135,NV,Hot Dogs,3.6551141742045585,3.4267468085236104,3.549715654174719
146,NV,Desserts,3.798222295262285,3.4267468085236104,4.020142240121492
150,NV,Mediterranean,3.7395774887946702,3.4267468085236104,3.9173181591536217
165,NV,Chicken Wings,2.9498163069488244,3.4267468085236104,3.0189022856096948
167,AZ,Seafood,3.593263066161751,3.427027090060777,3.729170016868146
169,AZ,Breakfast & Brunch,3.5537714121829014,3.427027090060777,3.6372247793294967
172,AZ,Steakhouses,3.4040551969343156,3.427027090060777,3.4399960256803914
173,NV,Salad,3.6512373220703425,3.4267468085236104,3.717887126434527
177,NV,Vegetarian,3.7553141700691146,3.4267468085236104,3.74130658656955
178,NV,Vietnamese,3.6024750130817558,3.4267468085236104,3.5738156244176578
194,NV,Japanese,3.514416257811828,3.4267468085236104,3.7539892160529336
195,NV,Chinese,3.3642817782712617,3.4267468085236104,3.4414424325673023
199,NV,Indian,3.62349820352561,3.4267468085236104,3.717749700158015
227,NV,Sushi Bars,3.5823546137154714,3.4267468085236104,3.820574161305496
231,AZ,Burgers,3.050744766053646,3.427027090060777,2.96801924401508
238,NC,Pizza,3.355163600739853,3.4217946766248706,3.3752003078689348
240,NV,French,3.848672718513265,3.4267468085236104,4.241705378978383
248,AZ,American (New),3.5127565927821944,3.427027090060777,3.5497734609543814
251,NV,Delis,3.649989551855265,3.4267468085236104,3.5735958123977167
254,NC,American (Traditional),3.352998823426633,3.4217946766248706,3.4523865158856952
260,AZ,Sandwiches,3.509013890412674,3.427027090060777,3.5030542120773975
262,AZ,American (Traditional),3.352998823426633,3.427027090060777,3.3365008862027095
264,PA,Fast Food,2.822188548153892,3.5133295276095002,2.925417933130699
283,AZ,Diners,3.484441010572927,3.427027090060777,3.470677484065641
284,AZ,Caribbean,3.778274235472497,3.427027090060777,3.7813387439824058
285,AZ,Italian,3.558283664768634,3.427027090060777,3.613693811090658
287,AZ,Greek,3.4983959933782276,3.427027090060777,3.6992505960425817
289,AZ,Cafes,3.828787362454361,3.427027090060777,3.9494684682206733
292,AZ,Asian Fusion,3.5260063057410163,3.427027090060777,3.6880619476071645
294,AZ,Mediterranean,3.7395774887946702,3.427027090060777,3.887728511770707
297,AZ,Salad,3.6512373220703425,3.427027090060777,3.7012274025743195
302,AZ,Chinese,3.3642817782712617,3.427027090060777,3.376585115581168
304,AZ,Delis,3.649989551855265,3.427027090060777,3.603541741427887
