,state,category,cat_mean,state_mean,state_cat_mean
0,QC,Diners,3.4930936901939105,3.6453831455704213,3.6954269745254864
1,QC,Canadian (New),3.4805923634593627,3.6453831455704213,3.7115314709859466
2,QC,Fast Food,2.7603806699961075,3.6453831455704213,3.038765928906774
3,QC,Bakeries,3.8286856403061384,3.6453831455704213,4.063020111457611
4,ON,Thai,3.521038867921404,3.3586476357499824,3.26631656650192
5,ON,Fast Food,2.7603806699961075,3.3586476357499824,2.964748424975698
6,ON,Breakfast & Brunch,3.5535168614975636,3.3586476357499824,3.4502254260041902
7,ON,American (Traditional),3.269870892908423,3.3586476357499824,3.069016638652196
8,ON,Burgers,2.9978654466657413,3.3586476357499824,3.1336136663228773
9,ON,American (New),3.495735848256655,3.3586476357499824,3.4356579915500833
11,ON,Vietnamese,3.5191285005893898,3.3586476357499824,3.282503675907657
12,ON,Chinese,3.30071824045655,3.3586476357499824,3.246323574082138
13,ON,Canadian (New),3.4805923634593627,3.3586476357499824,3.3702812433693445
14,QC,Breakfast & Brunch,3.5535168614975636,3.6453831455704213,3.6530625137222468
16,ON,Japanese,3.501900062532033,3.3586476357499824,3.404795106992009
17,ON,Asian Fusion,3.4685258958650267,3.3586476357499824,3.2835072848457796
18,ON,Sushi Bars,3.504841169715155,3.3586476357499824,3.3644361385170534
19,ON,Cafes,3.695821057032349,3.3586476357499824,3.537589767112498
20,ON,Italian,3.495031732790102,3.3586476357499824,3.506531810966985
22,ON,Mediterranean,3.6786201572751875,3.3586476357499824,3.4171996618156832
23,ON,Bakeries,3.8286856403061384,3.3586476357499824,3.7470309235111867
28,ON,Korean,3.567348743824924,3.3586476357499824,3.4499020477170483
29,ON,French,3.8305441199081436,3.3586476357499824,3.7783083799547996
31,QC,Vietnamese,3.5191285005893898,3.6453831455704213,3.701337096289207
40,ON,Sandwiches,3.431567405791848,3.3586476357499824,3.437280501946643
47,ON,Desserts,3.7009938309619264,3.3586476357499824,3.499745163250182
48,NV,Fast Food,2.7603806699961075,3.350559752989311,2.7007997525491847
49,WI,Breakfast & Brunch,3.5535168614975636,3.3835139641207057,3.6857802397050348
50,AZ,Mexican,3.411391693828496,3.340984256306126,3.446992014892752
51,AZ,Pizza,3.2832579166599842,3.340984256306126,3.2296145110280174
63,NV,American (Traditional),3.269870892908423,3.350559752989311,3.3234370460197047
64,NV,Steakhouses,3.422235883676211,3.350559752989311,3.73710364242227
66,ON,Mexican,3.411391693828496,3.3586476357499824,3.289986745601431
71,QC,Pizza,3.2832579166599842,3.6453831455704213,3.4433186416347037
74,ON,Seafood,3.532706758434559,3.3586476357499824,3.459751631669142
78,ON,Delis,3.562635560063085,3.3586476357499824,3.259540710694216
79,ON,Pizza,3.2832579166599842,3.3586476357499824,3.21326351032809
90,NV,Mexican,3.411391693828496,3.350559752989311,3.355518868535845
96,PA,American (Traditional),3.269870892908423,3.4497587786478436,3.3924071124302557
