states,Cuisine,Rating
QC,Diners,3.731705124881168
ON,Diners,3.4557381660676567
NV,Diners,3.5536500779648863
WI,Diners,3.0681818181818183
AZ,Diners,3.4062657851710147
PA,Diners,3.2866511348128995
NC,Diners,3.410798592030842
IL,Diners,2.833333333333333
OH,Diners,3.6333847706174143
SC,Diners,4.125
QC,Canadian (New),3.771842495485399
ON,Canadian (New),3.5487491839986847
NV,Canadian (New),0.0
WI,Canadian (New),0.0
AZ,Canadian (New),0.0
PA,Canadian (New),0.0
NC,Canadian (New),0.0
IL,Canadian (New),0.0
OH,Canadian (New),0.0
SC,Canadian (New),0.0
QC,Fast Food,3.255639097744361
ON,Fast Food,2.936220468593977
NV,Fast Food,2.8080914518390365
WI,Fast Food,2.662936507936508
AZ,Fast Food,2.7710899542068157
PA,Fast Food,3.0995525779111515
NC,Fast Food,2.8976950503954577
IL,Fast Food,2.4720238095238094
OH,Fast Food,2.814129349964838
SC,Fast Food,2.7840909090909087
QC,Bakeries,4.288303421115921
ON,Bakeries,3.5964377172123654
NV,Bakeries,3.8628386784381337
WI,Bakeries,4.0707792207792215
AZ,Bakeries,3.681475381139864
PA,Bakeries,3.7937859759288335
NC,Bakeries,3.63
IL,Bakeries,4.236111111111111
OH,Bakeries,3.8439981532779313
SC,Bakeries,3.0
QC,Thai,3.3103221415607984
ON,Thai,3.2560267109973338
NV,Thai,3.7767050834792055
WI,Thai,3.475324675324676
AZ,Thai,3.849708126906735
PA,Thai,3.7808995390639137
NC,Thai,3.8427210200087005
IL,Thai,3.829508017782012
OH,Thai,3.994478584233486
SC,Thai,0.0
QC,Breakfast & Brunch,3.6135868554934065
ON,Breakfast & Brunch,3.5127972678422883
NV,Breakfast & Brunch,3.5660280464910543
WI,Breakfast & Brunch,3.893743309240315
AZ,Breakfast & Brunch,3.628870931362671
PA,Breakfast & Brunch,3.469179495064126
NC,Breakfast & Brunch,3.359555281369217
IL,Breakfast & Brunch,3.241414141414141
OH,Breakfast & Brunch,3.5225766405929013
SC,Breakfast & Brunch,4.0
QC,American (Traditional),3.3671904761904763
ON,American (Traditional),3.1612994325956403
NV,American (Traditional),3.4428039106875987
WI,American (Traditional),3.5930644851492484
AZ,American (Traditional),3.275219526400989
PA,American (Traditional),3.399633904773122
NC,American (Traditional),3.4481890897609087
IL,American (Traditional),3.252095162672086
OH,American (Traditional),3.3176156443529874
SC,American (Traditional),3.2871376811594204
QC,Burgers,3.381319236319236
ON,Burgers,3.1226654805805523
NV,Burgers,3.04719505674683
WI,Burgers,3.0776499106411137
AZ,Burgers,2.9328698189474203
PA,Burgers,3.027255498841616
NC,Burgers,2.985695161753542
IL,Burgers,2.6616526610644256
OH,Burgers,2.8382214378914687
SC,Burgers,2.8955555555555565
QC,American (New),3.4680555555555554
ON,American (New),3.337653968848449
NV,American (New),3.6175727254754286
WI,American (New),3.4815279742112706
AZ,American (New),3.5904383502760235
PA,American (New),3.4854025893607767
NC,American (New),3.3707492003768604
IL,American (New),3.4104938271604937
OH,American (New),3.5424323231810804
SC,American (New),3.7833333333333328
QC,Vietnamese,3.7229653108329575
ON,Vietnamese,3.4702189819138267
NV,Vietnamese,3.5350153809590705
WI,Vietnamese,4.029716406336546
AZ,Vietnamese,3.718814042451792
PA,Vietnamese,3.5080621992386702
NC,Vietnamese,3.6869847851321658
IL,Vietnamese,3.592592592592593
OH,Vietnamese,3.6378886908298673
SC,Vietnamese,0.0
QC,Chinese,3.628888520555188
ON,Chinese,3.2427143429199266
NV,Chinese,3.349128647085068
WI,Chinese,3.559810414330538
AZ,Chinese,3.329201275968817
PA,Chinese,3.4253679124217884
NC,Chinese,3.3126924543216094
IL,Chinese,3.363051906979801
OH,Chinese,3.3294202658691066
SC,Chinese,3.3515928515928515
QC,Japanese,3.6945392078370807
