,business_id,state,category,recal_stars
0,AEx2SYEUJmTxVVB18LlCwA,QC,Diners,4.25
16,VR6GpWIda3SfvPC-lg9H3w,QC,Canadian (New),4.857142857142857
23,ACFtxLv8pGrrxMm6EgjreA,QC,Fast Food,3.8333333333333335
29,s2I_Ni76bjJNK9yG60iD-Q,QC,Bakeries,4.345454545454547
84,9_CGhHMz8698M9-PkVf0CQ,ON,Thai,4.043478260869565
107,5r6-G9C4YLbC7Ziz57l3rQ,ON,Fast Food,3.636363636363636
140,XWTPNfskXoUL-Lf32wSk0Q,ON,Breakfast & Brunch,3.272727272727273
151,PFPUMF38-lraKzLcTiz5gQ,ON,American (Traditional),3.75
155,oWTn2IzrprsRkPfULtjZtQ,ON,Burgers,3.546875
219,zgQHtqX0gqMw1nlBZl2VnQ,ON,American (New),3.1666666666666665
315,Xy74meQwdTnloAAyRC-4cg,ON,Burgers,2.5
321,hjk3ox7w1akbEuOgTJ03Bw,ON,Vietnamese,2.75
325,ZnxudK5ExgpfXs4bicS4IA,ON,Chinese,4.5
327,Eox_Qq74oaFZ-YjthpHhBw,ON,Canadian (New),3.0
332,zxJlg4XCHNoFy78WZPv89w,QC,Breakfast & Brunch,2.5
338,N93EYZy9R0sdlEvubu94ig,ON,Vietnamese,4.416
463,I8rveLd-dl81u6c8YqAxmw,ON,Japanese,2.875
471,a9aW5e731lplWGHUZ02-zQ,ON,Asian Fusion,4.103448275862069
500,vyeQzjZFx6KoL2pJBQ2QFA,ON,Sushi Bars,3.4285714285714284
507,D2PmpZYRdRnzL7q4Wprf3Q,ON,Cafes,4.5
509,7Uti5EeAwm3drG14KVrE3Q,ON,Italian,3.5454545454545454
520,BmSLyxm8b86dtzwuT7LqBA,ON,Asian Fusion,3.0
530,TrOgTZ0DfmQxvpTehiNibQ,ON,Mediterranean,2.6206896551724137
559,Uq-GOs9_IqweUsB5MdII9w,ON,Bakeries,4.365384615384615
611,3vs6rARRBm-O99y4bryilw,ON,Japanese,4.333333333333333
617,I44P6Pfoey2pArOhhx2RnA,ON,Japanese,3.25
621,zkU-WMio8g6dpRJ2Y2xqvQ,ON,Chinese,3.5454545454545454
632,P-nqq5kOv2wV2mB5To5elQ,ON,Canadian (New),2.7058823529411766
649,3RlylOY452bA8rwliPUeUQ,ON,Korean,3.1538461538461537
662,SCklYa_jhihWAcfIn-_chg,ON,French,3.4166666666666665
698,806kkDGaRCJ4lZLRcEf-iw,QC,Vietnamese,3.333333333333333
707,S5bNE4Pmin8OQUMOFod8bQ,ON,Italian,3.0
717,xpJEBXTCQh5Ib8BJrjt9Bg,ON,Canadian (New),3.0
736,yuFdJdrnfMp3cfXVwTXjjA,ON,Japanese,4.2
746,rdn0vLw8Ln5_PBwRcE6BZw,ON,Korean,3.25
758,dw2ST-AHUbu2xq0QNfngBA,ON,American (New),3.3404255319148937
805,ik9VvawL-BeAqlxTI1leew,ON,Japanese,3.4444444444444446
