states,Cuisine,Rating
QC,Diners,3.4741412198572537
ON,Diners,3.5072814487682384
NV,Diners,3.3856053648110205
WI,Diners,2.7485919098822325
AZ,Diners,3.3883510432433672
PA,Diners,3.6933643230154867
NC,Diners,3.5024523566161383
IL,Diners,2.4625
OH,Diners,3.474586244535693
SC,Diners,2.75
QC,Canadian (New),3.7530179310885186
ON,Canadian (New),3.3950005395268046
NV,Canadian (New),0.0
WI,Canadian (New),0.0
AZ,Canadian (New),0.0
PA,Canadian (New),0.0
NC,Canadian (New),0.0
IL,Canadian (New),0.0
OH,Canadian (New),0.0
SC,Canadian (New),0.0
QC,Fast Food,3.373134328358209
ON,Fast Food,2.9303464024624963
NV,Fast Food,2.7947583352894747
WI,Fast Food,2.9111120191783804
AZ,Fast Food,2.7819528548546164
PA,Fast Food,2.65828450997624
NC,Fast Food,2.6302247095010247
IL,Fast Food,3.0426666666666664
OH,Fast Food,2.824609026893637
SC,Fast Food,2.607142857142857
QC,Bakeries,4.229469753392916
ON,Bakeries,3.5970668745572403
NV,Bakeries,3.8555149082964033
WI,Bakeries,4.355069355069355
AZ,Bakeries,3.5802242334706413
PA,Bakeries,3.6925442978074563
NC,Bakeries,3.8656565656565665
IL,Bakeries,4.383333333333334
OH,Bakeries,3.5510697032436163
SC,Bakeries,0.0
QC,Thai,3.4515628815628814
ON,Thai,3.348911667777992
NV,Thai,3.800313901612781
WI,Thai,3.9161820818070825
AZ,Thai,3.8668410449037594
PA,Thai,3.8560152787530173
NC,Thai,3.727506188119624
IL,Thai,3.43066508654744
OH,Thai,3.736051752499279
SC,Thai,0.0
QC,Breakfast & Brunch,3.8025694320548697
ON,Breakfast & Brunch,3.4833984800161297
NV,Breakfast & Brunch,3.5869982879885103
WI,Breakfast & Brunch,3.673924349184981
AZ,Breakfast & Brunch,3.601308439882267
PA,Breakfast & Brunch,3.738140230020816
NC,Breakfast & Brunch,3.729419456816756
IL,Breakfast & Brunch,3.490312107247591
OH,Breakfast & Brunch,3.5572763348699588
SC,Breakfast & Brunch,2.5
QC,American (Traditional),3.2171212121212123
ON,American (Traditional),3.1888507226764418
NV,American (Traditional),3.3572835576919107
WI,American (Traditional),3.615193879264588
AZ,American (Traditional),3.3357323927120066
PA,American (Traditional),3.484414302166745
NC,American (Traditional),3.390907369179294
IL,American (Traditional),3.2251297313797314
OH,American (Traditional),3.2578674660001905
SC,American (Traditional),3.8786868686868687
QC,Burgers,3.3365060734779046
ON,Burgers,3.069759315914868
NV,Burgers,3.041299625113755
WI,Burgers,3.2082333866382378
AZ,Burgers,2.9201206795266783
PA,Burgers,3.1038249430121674
NC,Burgers,3.0178684328120418
IL,Burgers,2.9435897435897433
OH,Burgers,3.0457389033827886
SC,Burgers,2.1976190476190482
QC,American (New),3.4444444444444446
ON,American (New),3.2472523292722766
NV,American (New),3.721381557256284
WI,American (New),3.5350341959501184
AZ,American (New),3.618458609855815
PA,American (New),3.5124487259136554
NC,American (New),3.3931347577930824
IL,American (New),3.5643738977072306
OH,American (New),3.629645769841562
SC,American (New),3.5897593582887697
QC,Vietnamese,3.753449671748641
ON,Vietnamese,3.457322758989478
NV,Vietnamese,3.5731142211142104
WI,Vietnamese,3.6435915829746532
AZ,Vietnamese,3.790018686611541
PA,Vietnamese,3.625178833512167
NC,Vietnamese,3.9772554850900224
IL,Vietnamese,3.8133333333333335
OH,Vietnamese,3.8046152649093834
SC,Vietnamese,0.0
QC,Chinese,3.3597938784968866
ON,Chinese,3.259277468952213
NV,Chinese,3.4116510947667984
WI,Chinese,3.0817877193612486
AZ,Chinese,3.3242402875255466
PA,Chinese,3.3586400420679015
NC,Chinese,3.1718220051553385
IL,Chinese,3.4247982052669554
OH,Chinese,3.3654014791508664
SC,Chinese,3.848079004329005
QC,Japanese,3.6272921176809674
ON,Japanese,3.4839546580768777
NV,Japanese,3.712984924398068
WI,Japanese,3.565131065688875
AZ,Japanese,3.408923605474756
PA,Japanese,3.4609448371298654
NC,Japanese,3.5205055029451406
IL,Japanese,3.5762722609368947
OH,Japanese,3.538051503585274
SC,Japanese,4.25
QC,Asian Fusion,3.784779057420567
ON,Asian Fusion,3.247125046824656
NV,Asian Fusion,3.7804198424808435
WI,Asian Fusion,3.4867037702217765
AZ,Asian Fusion,3.6524008454480574
PA,Asian Fusion,3.603810078810079
NC,Asian Fusion,3.833062330384133
IL,Asian Fusion,3.737053571428572
OH,Asian Fusion,3.4530955710955715
SC,Asian Fusion,3.8333333333333335
QC,Cafes,3.9170044023630943
ON,Cafes,3.523365169461273
NV,Cafes,3.5848266007256626
WI,Cafes,3.829583333333333
AZ,Cafes,3.8379096540044184
