,Diners,Canadian (New),Fast Food,Bakeries,Thai,Breakfast & Brunch,American (Traditional),Burgers,American (New),Vietnamese,Chinese,Japanese,Asian Fusion,Sushi Bars,Cafes,Italian,Mediterranean,Korean,French,Desserts,Mexican,Pizza,Steakhouses,Seafood,Delis,Barbeque,Tex-Mex,Sandwiches,Hot Dogs,Chicken Wings,Salad,Vegetarian,Indian,Caribbean,Greek,Latin American,Soup,Middle Eastern,German,states
0,3.5176422109977246,3.5674771915455232,2.813611111111111,4.117155641293572,3.3084778184778187,3.7430648239761695,3.1028574029807428,3.456468469757566,2.7211538461538463,3.7536014517980916,3.4210908412770094,3.5610099600899154,3.5308176100628925,3.760860972295895,3.9197753457401077,3.5807654447531414,3.920631902186162,3.9000381364667076,3.865654367350325,3.9673517126148705,3.4806524328845754,3.368454431353733,3.4585590693991373,3.6313659734246353,3.4265625,3.31787719775642,3.7527777777777778,3.699594295964584,3.6012820512820514,3.017936507936508,3.637474120082816,3.7363019468236356,3.606558682285896,4.141478696741855,3.5962709403885875,4.08469387755102,3.626,3.5208638105189833,4.333333333333333,QC
1,3.3600129609542853,3.3664169916985167,2.8811140478857054,3.6842602670800346,3.3142693990933747,3.343146351489054,2.98117684027527,3.088140059274952,3.2174419639500687,3.3846664218194245,3.2144114760160787,3.426245939754872,3.217616081582372,3.415465489332573,3.5946794369084447,3.39085348653214,3.4582438415223504,3.466884496646154,3.488104413015146,3.3190323280955703,3.309178412999932,3.278583139963573,3.42895517887805,3.416806155760242,3.6194285714285717,3.335868681390936,3.0778763856281017,3.390599161416392,3.333350565205404,2.9865291471184228,3.778102460465645,3.6507509506911298,3.4198168250277368,3.7112701804368466,3.2356466939579414,3.8409998791005657,3.758052739064923,3.5091137462539845,3.4137481255128312,ON
2,3.2623140148115,0.0,2.584942736798853,3.623758880099883,3.860156985361863,3.526343799900754,3.3160347287019536,2.9038207373005336,3.5756438425764676,3.6291514833392786,3.294593669888037,3.6383563317276275,3.8898865448517275,3.751203890471834,3.499853878961319,3.495643285498429,3.8667004223378596,3.6961903293306047,4.1181119296830655,3.851138341867209,3.408581075649615,3.0739329773703927,3.7331159535057057,3.6553304818849477,3.374233273776598,3.5807427587016374,2.7023388347728057,3.2626903780827736,3.4199195527600246,2.9886547443607943,3.6163753435572814,3.8653228120066463,3.56009268243403,3.88984126984127,3.5107328802617936,3.652733359763887,3.599782790492575,3.9848216851303038,3.950980392156863,NV
3,3.1078093597473444,0.0,2.4560539902235403,3.6411807278742763,4.048109931004668,3.4981014808743534,3.3199741795706967,2.6464655022426404,3.506235677057313,3.3810628341814852,3.0579643040599747,3.454167208679137,3.661287754391203,3.814909673659674,4.127654608172436,3.421594342593213,3.5462263926549644,3.8137373737373736,3.7524350649350655,3.430803571428571,3.3383209504365934,3.1902690894302617,3.185706362409937,3.4892946293808365,3.803061224489796,3.3760357289769054,3.565719214299336,3.301107635533865,3.7583333333333333,2.553370140326662,3.370194003527337,3.55250654107797,4.1866757674898265,3.5818070818070815,3.005681818181818,2.0,2.875,4.305194805194805,0.0,WI
4,3.148351937012563,0.0,2.5370959288580406,3.539805607926723,3.828100817523662,3.4990407148989098,3.213691409510755,2.7489878084018637,3.4825502816329807,3.837848098792179,3.401513473432348,3.577441276143453,3.5356988008961743,3.637551657755118,3.8277749061560886,3.505165527072883,3.876592994356887,3.3400152718344795,3.573765539035133,3.699167740256446,3.351403190145547,3.2654068289735187,3.2975924134590007,3.5368704931138804,3.4375536385781587,3.412296251623126,3.024677458592807,3.3300722903374282,3.672091023558867,2.6578429976991367,3.611967447112802,4.0338805892304626,3.55036019800113,3.7845866657062106,3.732241722009812,3.5698239565026793,3.510953293923766,3.8329401090936095,3.585413329450027,AZ
5,3.3862860335609444,0.0,2.6848484848484846,3.4845759179092513,3.983884357402211,3.3455672227353106,3.4153606924323543,2.8525998661073437,3.3906933714318184,3.8117717236467237,3.412303123484093,3.4889756259230715,3.5948223554255097,3.7998240078782346,3.963858853669508,3.4603158377610765,4.119707182156575,3.8944730699297265,3.831914381914382,3.72311555516009,3.3967269359299017,3.47097822080247,3.1048223448378245,3.274885659117132,4.101489010184663,3.5713226504501008,2.3663515406162468,3.6548412118004547,3.954960700496415,3.052967996963095,3.3702310524872443,3.7026248291026613,3.3751150701150703,4.201098901098901,3.417739596926199,3.6803147085216543,3.7325871592175934,4.096671866145551,3.333333333333333,PA
6,3.347990522872985,0.0,2.5975446784707077,4.017379947759695,3.6549007620731753,3.3425002857486126,3.2136427810846193,2.650593590084465,3.2700482731188623,3.980458968076864,3.2954318829318834,3.367658368535155,3.4599202633484927,3.414378777448715,3.580226951645471,3.4397148356333322,3.5813053571087607,3.7514285714285713,3.718792460736195,3.6715461825755944,3.321772604213164,3.3066271672705354,3.210021940631734,3.4911241833367828,3.7549187134017,3.5542259098726823,2.887414398047668,3.409423834616626,3.036845730027548,2.9773549207816785,3.5709020656550297,4.079800493201236,3.34953883230887,3.367616959064328,3.6954995834366136,4.002103748345579,3.277636684303351,4.02010582010582,4.25,NC
7,2.533333333333333,0.0,2.541025641025641,3.1666666666666665,3.655662393162393,3.4890987067657058,3.232636550692106,3.3570555555555557,3.821693121693121,3.395833333333333,3.532475121886062,3.5448660631861033,3.183862433862434,3.081699346405229,2.719047619047619,3.3953040914659387,3.217836257309942,3.5835879806468043,3.0,5.0,3.208069584736252,3.133851090430038,2.646488927738928,2.7142857142857144,3.861111111111111,4.004186289900575,2.9,3.4834406405560254,2.7166666666666663,2.642857142857143,3.5429421768707487,3.0,3.6076007326007327,0.0,3.4028571428571426,3.807692307692308,2.375,3.5575396825396823,0.0,IL
8,3.5251034514177175,0.0,2.7371094573842885,3.5123792270531395,3.828568811629494,3.4707794394645552,3.240614103317524,2.824937490179186,3.3575247460104047,3.748131547289762,3.1313868175475323,3.511939709222461,3.5720805764284025,3.7639147863275118,3.6721982486688365,3.4328476589071015,4.087225064645839,4.027593333984312,4.052083333333333,4.164512471655329,3.306576074382317,3.428623534499698,3.281215198671714,3.5860638180203397,3.6845101010101007,3.32476403544515,2.7941176470588234,3.4924227492192403,3.6454076479076476,2.692187887813353,3.363170474801491,4.109221859221859,3.7296903756725186,4.24749899959984,3.6023467506660785,4.15531051465874,3.5342122523940707,3.72292939288907,4.472222222222222,OH
9,4.076923076923077,0.0,2.5606060606060606,5.0,0.0,3.0,3.0719298245614035,2.196794871794872,2.9035897435897433,0.0,3.946444444444444,2.735294117647059,2.214285714285714,2.7272727272727275,2.5,3.0680555555555555,0.0,0.0,0.0,0.0,3.168154761904762,2.782941176470588,0.0,2.8280542986425337,2.5,4.191002331002331,2.6666666666666665,2.6666666666666665,0.0,2.7138888888888886,3.6695156695156697,0.0,0.0,0.0,4.684615384615384,4.047727272727273,2.6,3.0,0.0,SC
