,num_revs,state,category
0,3,QC,Diners
1,2,QC,Diners
2,1,QC,Diners
3,4,QC,Diners
4,3,QC,Diners
5,4,QC,Diners
6,4,QC,Diners
7,1,QC,Diners
8,3,QC,Diners
9,7,QC,Diners
10,6,QC,Diners
11,3,QC,Diners
12,2,QC,Diners
13,1,QC,Diners
14,2,QC,Diners
15,4,QC,Diners
16,3,QC,Diners
17,3,QC,Diners
18,2,QC,Diners
19,1,QC,Diners
20,2,QC,Diners
21,1,QC,Diners
22,3,QC,Diners
23,1,QC,Diners
24,3,QC,Diners
25,1,QC,Diners
26,3,QC,Diners
27,1,QC,Diners
28,2,QC,Diners
29,6,QC,Diners
30,1,QC,Diners
31,2,QC,Diners
32,1,QC,Diners
33,4,QC,Diners
34,1,QC,Diners
35,1,QC,Diners
36,3,QC,Diners
37,1,QC,Diners
38,4,QC,Diners
39,2,QC,Diners
40,1,QC,Diners
41,3,QC,Diners
42,1,QC,Diners
43,2,QC,Diners
44,2,QC,Diners
45,2,QC,Diners
46,2,QC,Diners
47,2,QC,Diners
48,2,QC,Diners
49,1,QC,Diners
50,4,QC,Diners
51,4,QC,Diners
52,2,QC,Diners
53,1,QC,Diners
54,1,QC,Diners
55,3,QC,Diners
56,3,QC,Diners
57,1,QC,Diners
58,3,QC,Diners
59,1,QC,Diners
60,2,QC,Diners
61,4,QC,Diners
62,1,QC,Diners
63,1,QC,Diners
64,3,QC,Diners
65,4,QC,Diners
66,1,QC,Diners
67,3,QC,Diners
68,2,QC,Diners
69,3,QC,Diners
70,2,QC,Diners
71,1,QC,Diners
72,3,QC,Diners
73,1,QC,Diners
74,1,QC,Diners
75,1,QC,Diners
76,2,QC,Diners
77,1,QC,Diners
78,2,QC,Diners
79,1,QC,Diners
80,1,QC,Diners
81,2,QC,Diners
82,1,QC,Diners
83,1,QC,Diners
84,1,QC,Diners
85,1,QC,Diners
86,1,QC,Diners
87,2,QC,Diners
88,2,QC,Diners
89,1,QC,Diners
90,2,QC,Diners
91,2,QC,Diners
92,4,QC,Diners
93,3,QC,Diners
94,4,QC,Diners
95,2,QC,Diners
96,1,QC,Diners
97,2,QC,Diners
98,2,QC,Diners
99,1,QC,Diners
100,1,QC,Diners
101,3,QC,Diners
102,2,QC,Diners
103,2,QC,Diners
104,1,QC,Diners
105,3,QC,Diners
106,1,QC,Diners
107,2,QC,Diners
108,1,QC,Diners
109,1,QC,Diners
