,Diners,Canadian (New),Fast Food,Bakeries,Thai,Breakfast & Brunch,American (Traditional),Burgers,American (New),Vietnamese,Chinese,Japanese,Asian Fusion,Sushi Bars,Cafes,Italian,Mediterranean,Korean,French,Sandwiches,Desserts,Mexican,Pizza,Steakhouses,Seafood,Delis,Barbeque,Tex-Mex,Hot Dogs,Chicken Wings,Salad,Vegetarian,Indian,Caribbean,Greek,Latin American,Soup,Middle Eastern,German,states
0,3.7317051248811683,3.771842495485399,3.2556390977443606,4.288303421115921,3.3103221415607984,3.613586855493407,3.3671904761904763,3.3813192363192357,3.4680555555555554,3.7229653108329575,3.6288885205551877,3.6945392078370807,3.654559270516718,3.5173902914974344,4.017722535252521,3.7470890881605174,3.470826734241368,3.931940330624541,3.9362365767455616,3.696985876171269,3.8053167420814478,3.375281954887218,3.3207923029351605,3.5186325570136416,3.7025306231628985,3.492283950617284,3.3984848066020668,3.27442645074224,4.058603896103896,2.8177777777777777,3.811831550802139,3.7739187865274824,3.6563561524894856,4.257301587301587,3.205717345698963,3.619444444444445,4.044444444444444,3.3335629531598174,0.0,QC
1,3.455738166067657,3.5487491839986847,2.9362204685939775,3.596437717212365,3.2560267109973338,3.5127972678422883,3.16129943259564,3.1226654805805523,3.3376539688484486,3.4702189819138267,3.242714342919927,3.4499805312924754,3.3052141747966006,3.3540188239630964,3.7059241837835892,3.565780311848208,3.5142826910251457,3.5260668560635886,3.819251769668587,3.573672223926296,3.385276083022576,3.2403194835668656,3.2612710629386474,3.5144117171123344,3.446586154217296,3.6140941579538066,3.5139418913287046,3.0650042739998096,2.9762790662549117,2.9976478253759242,3.7377267497459803,3.644325760307644,3.504221933887248,3.6942278979851233,3.2424996405579534,3.8782252282252285,3.6136722818244555,3.553232288193117,3.736111111111111,ON
2,3.553650077964886,0.0,2.8080914518390365,3.8628386784381337,3.7767050834792055,3.5660280464910543,3.4428039106875987,3.04719505674683,3.6175727254754286,3.5350153809590705,3.3491286470850676,3.6912301692589735,3.9558339983412303,3.7970772055468345,3.552157818600513,3.484896880179324,3.871501635954773,3.842065941748564,4.158807724035996,3.338933974421807,3.9847045938144543,3.4596017224973754,3.2313547768373776,3.7144055843893873,3.721586443694483,3.5936371675801904,3.6404511032228153,2.9831801345204347,3.231845949232644,2.999247520679832,3.76347932123745,3.8471248963174496,3.716631599997688,4.352756892230576,3.965696620551694,3.681152866338051,3.4244859678779345,4.082349839702781,4.241319444444445,NV
3,3.068181818181818,0.0,2.6629365079365077,4.0707792207792215,3.4753246753246754,3.893743309240315,3.5930644851492484,3.077649910641113,3.4815279742112706,4.029716406336546,3.559810414330538,3.5188723248901264,3.5720195770615937,3.662781662781663,3.569887955182072,3.410365987289064,3.878761978761979,3.4926767676767674,4.31712962962963,3.113044063779358,4.658730158730159,3.453347364730807,3.254494414535446,3.353003606544165,3.677648419467641,3.4806349206349205,3.7819940476190474,3.4944444444444445,4.640000000000001,3.2491228070175437,3.6168372319688107,3.4297619047619046,4.038110600927028,3.9087301587301586,2.7869047619047618,3.0,3.25,4.041666666666666,0.0,WI
4,3.4062657851710147,0.0,2.7710899542068153,3.6814753811398644,3.8497081269067346,3.6288709313626706,3.275219526400989,2.93286981894742,3.5904383502760235,3.7188140424517915,3.3292012759688174,3.4857623222639944,3.699768231943144,3.67911197690371,3.7839883432535273,3.6434934081827883,3.893815167232194,3.5004252269687828,4.087137552612381,3.4216989390411596,3.803073727893696,3.452852955420958,3.361739210561826,3.3701499523238776,3.5965582079386453,3.6342278843179665,3.701739601197143,2.8677948660921344,3.654655834431979,2.8832716817967823,3.7858494111477237,4.0599666088781445,3.8946193823770834,3.9998677352529963,3.8678093100881847,4.1105168079528696,3.541885790653518,3.9615428027885353,4.096320346320346,AZ
5,3.2866511348128995,0.0,3.099552577911151,3.7937859759288335,3.7808995390639137,3.469179495064126,3.399633904773122,3.0272554988416154,3.4854025893607767,3.5080621992386702,3.425367912421789,3.5236937832309496,3.7006495726495725,3.6644120711395756,3.7773180866183265,3.5615837897534415,4.006466244538718,4.115025252525253,3.7322239475500347,3.569765337328063,3.861205315567018,3.59134073964265,3.4474099726595733,3.024801587301587,3.326067122340437,3.89683407036876,3.4361151103798164,2.734243697478991,4.176858813700919,3.1104166666666666,3.59994706630045,3.6478032879818594,3.7251300705467374,4.066964285714286,3.8316239316239313,4.0156302521008405,3.5588229231086372,4.478653291153291,4.5,PA
6,3.410798592030842,0.0,2.8976950503954577,3.63,3.8427210200087,3.359555281369217,3.448189089760908,2.985695161753542,3.3707492003768604,3.6869847851321658,3.3126924543216094,3.6198592407387427,3.5026125879917283,3.5026106521847864,3.690667952917246,3.5602402831445246,3.6727087870153285,3.5041883420034674,4.081562914647862,3.5431592825257106,3.451508808651666,3.454603630503984,3.2606707925566933,3.642233978253715,3.540534648244759,3.6178843592305134,3.478221782246968,2.9742756226053637,3.0014619883040936,3.096559889101195,3.447247498406247,3.965228620803611,3.3826725851630974,3.2830555555555563,3.955814244889875,3.8032086478002056,3.645957363198742,3.8291316526610646,4.3,NC
7,2.8333333333333335,0.0,2.4720238095238094,4.236111111111111,3.8295080177820116,3.241414141414141,3.252095162672086,2.6616526610644256,3.4104938271604937,3.5925925925925934,3.363051906979801,3.360500515995872,3.3232142857142857,3.228571428571428,2.9522222222222223,3.281987688237688,3.5555555555555554,3.2498048668503214,3.0,3.3090007215007216,4.145833333333333,3.400873457388383,3.1280139833711265,2.761111111111111,2.9166666666666665,3.722222222222222,3.7380974224552204,3.5166666666666666,3.666666666666667,3.0962962962962965,4.0005131362889985,1.8571428571428568,3.8204710144927536,0.0,3.85,3.6818181818181817,3.1428571428571432,2.8692640692640694,0.0,IL
8,3.6333847706174143,0.0,2.814129349964838,3.8439981532779313,3.994478584233486,3.5225766405929013,3.3176156443529874,2.8382214378914687,3.54243232318108,3.6378886908298673,3.329420265869107,3.3714448745698746,3.494443833943834,3.905667031139018,3.774290267071016,3.471177784885482,4.0715447998974215,4.314772727272727,4.17741935483871,3.5069075222814714,4.010020703933748,3.3250010610110676,3.4327753717339986,3.2721430097180395,3.223268492895404,3.798341549508782,3.5091794915324326,2.9355555555555553,3.703094165594166,2.9072836661546337,3.491126311959645,4.315887615842244,3.789246809835045,4.032407407407407,3.6757936507936506,3.8838247407906854,3.560805860805861,3.984764534793775,3.696428571428571,OH
9,4.125,0.0,2.7840909090909087,3.0,0.0,4.0,3.2871376811594204,2.895555555555556,3.7833333333333328,0.0,3.351592851592851,3.5,3.1666666666666665,2.6785714285714284,4.666666666666667,3.61739417989418,0.0,0.0,0.0,3.3583333333333334,0.0,3.0638888888888887,2.6782051282051285,0.0,2.9344729344729346,0.0,3.7234432234432235,3.75,0.0,2.95,3.6166666666666667,0.0,0.0,0.0,3.5833333333333335,3.4444444444444446,4.25,4.25,5.0,SC
