,Diners,Canadian (New),Fast Food,Bakeries,Thai,Breakfast & Brunch,American (Traditional),Burgers,American (New),Vietnamese,Chinese,Japanese,Asian Fusion,Sushi Bars,Cafes,Italian,Mediterranean,Korean,French,Sandwiches,Desserts,Mexican,Pizza,Steakhouses,Seafood,Delis,Barbeque,Tex-Mex,Hot Dogs,Chicken Wings,Salad,Vegetarian,Indian,Caribbean,Greek,Latin American,Soup,Middle Eastern,German,states
0,3.5520756536040383,3.6891076700010252,3.2821994389790996,4.134293655712031,3.311656034024455,3.7677291042050403,3.522393869571289,3.3748365470968205,2.702380952380952,3.484854704682291,3.5134646561519,3.696325676523696,3.4056585612968586,3.65650809371098,3.9349023434237576,3.6158175980908087,3.8983509706451427,3.9715809794757164,3.896310530219791,3.770168287504601,3.794047619047619,3.7185650984235887,3.469358623078861,3.424022667578568,3.9555009091150395,3.4816468253968256,3.3584542054369635,3.82125,3.313541666666667,3.65,3.9296366676801457,3.912900432900433,3.712126496351849,3.6995993589743588,4.000207936003391,4.148245614035088,4.169642857142857,3.86293046658489,4.0,QC
1,3.3861997533748336,3.4355494167323233,2.822835234963252,3.759996949195761,3.347801286114784,3.50597856378595,3.0544545349462626,3.1626927001096603,3.62059532336641,3.42886400204702,3.2639610382651996,3.4814531275494263,3.4059149117821996,3.35304017262623,3.4894307553593014,3.544848635271564,3.446148342165982,3.5658712223398124,3.778179423124064,3.4170009322811,3.5790328072694244,3.321577138699124,3.3286595908430843,3.476468659861475,3.4303730137209008,3.254851684263449,3.5335855020100437,3.066379303627167,3.1415757275132274,2.9021582447060124,3.5104631760502207,3.716525637498967,3.4933448026518086,3.7372816340211297,3.2562849172682133,3.8254716416481123,3.3580304358701922,3.3937810744459784,4.047309833024118,ON
2,3.533738391954013,0.0,2.779703726371823,3.8844033815210928,3.8504179490565438,3.6342499733892057,3.3535942148556757,3.0778361507507546,3.6459725628141437,3.532895391714274,3.3539120664936517,3.6883979120847945,3.845448627503011,3.757477914639193,3.532564704262929,3.53380325303913,3.809220900827804,3.9891867924207847,3.9762872393337,3.3153878028587087,3.7871008516935203,3.4710457144241142,3.1863517275006816,3.6900383529377745,3.545722895306397,3.566346682077239,3.333815312658983,2.876340683714772,3.2408346633424174,2.9228093202461642,3.704354177972282,3.926862524574105,3.7743537331543475,4.110852713178295,3.9205281280507194,3.6522222222222225,3.589766092101504,4.01084129114892,3.932098765432098,NV
3,2.6214814814814815,0.0,3.0182954545454543,3.81420083184789,3.9444139194139196,3.86393881734399,3.5331249483964524,3.026565621537856,3.356640091237813,3.760985419808949,3.328698997143606,3.6922995354152044,3.420627289377289,3.3167185204390286,3.6970361509835192,3.3817812972753316,3.8121826719840213,3.6847319347319347,4.474747474747474,3.2831201137171284,4.020833333333333,3.4655242212428448,3.4312724135272292,3.1656218548025272,3.6154407749277273,3.934803921568628,3.9107142857142856,3.237333825053123,4.325,2.912025693604641,3.6061605061605064,4.30219298245614,3.771989530077765,4.00297619047619,3.96,4.375,4.5,4.090909090909091,0.0,WI
4,3.3205194270402933,0.0,2.7128593103711567,3.6874863035577574,3.8664625187732353,3.69259725963659,3.353773236729537,2.8841829278045488,3.5678608840651376,3.792093740104213,3.3649581620640356,3.529571112110141,3.6385810045026052,3.783631594732122,3.77732137835083,3.6572897382764804,3.850938058799671,3.2420004464294503,3.7222155916077804,3.543114392218582,3.8034333661422983,3.4459828200903795,3.3318469351192905,3.4227658452214142,3.6534841391833632,3.5298886938020355,3.576365952222496,3.061246240281571,3.710124262064547,2.792763674939174,3.7096838083996087,3.8646641304113687,3.6996580192362742,3.8615923332805533,3.9045976008448444,3.834181110893759,3.571916368469373,3.9182878483659733,3.4477891156462586,AZ
5,3.3864431486880466,0.0,2.7652927239179106,4.095119225037258,3.739556997440762,3.7415718062400036,3.6029169205273575,2.933895403615992,3.5196668763074084,3.7604752646827304,3.3335043614208844,3.4446591651715255,3.648282828282828,3.89132042200224,3.7391113199665833,3.627737040420824,3.986442513096925,3.7328177786266017,3.4814460784313725,3.777573353382968,3.7990825293642203,3.4221979831475906,3.576694912755768,3.109320941305003,3.403215099291599,4.170305973266499,3.5384141156462583,2.983730158730159,3.814583333333333,3.062610801896516,3.6912892832532904,3.9847327885789428,3.762020341120425,3.777832512315271,3.4975595238095245,3.9111865942028987,3.618238871936694,4.4889106753812635,4.24712643678161,PA
6,3.383904770921454,0.0,2.8167094617800985,3.382173382173382,3.9505204360128894,3.515649326661345,3.2480305307812394,2.8822574572260846,3.518297588009451,3.6475002966049845,3.2839804159515698,3.550397039486611,3.6792667359580427,3.284757885127686,3.7494625744625747,3.5354737355123778,3.5800083307895805,3.804714912280702,4.139132480710021,3.433149903093458,3.62033522033522,3.472945263281376,3.3357173293546927,3.5082315317913535,3.3261109624269767,3.5941988619347107,3.5900803932798397,3.141462338522198,3.5023809523809524,2.81136438038612,3.725260963539949,4.057721782732846,3.720892123427621,3.7226190476190473,3.3960754361006376,3.6375082182774494,3.62950012950013,3.7918856048166396,4.350877192982456,NC
7,2.722222222222222,0.0,2.2829228243021347,3.2875,3.489343633574403,3.5478851540616247,3.551015873015873,2.663888888888889,3.251633986928104,3.4629629629629637,3.5569835393364806,3.5084193584193586,3.640432098765432,3.464285714285714,3.0404761904761903,3.3492948717948723,3.2833333333333328,3.335842188114915,4.0,3.0923904006046863,4.0,3.651064419119975,3.134114934772829,2.85,2.3444444444444446,4.1066666666666665,3.563822751322751,2.4333333333333336,3.125,2.513888888888889,4.022200263504611,2.8,3.279891304347826,0.0,3.5136363636363632,4.055555555555555,2.333333333333333,3.3666666666666667,0.0,IL
8,3.6891918950614597,0.0,2.6766493122262354,3.9016251221896385,3.6757089954660285,3.3992499637758473,3.4300297646969473,3.096721879518132,3.585948355730414,3.8236257536958336,3.314600871837714,3.300424952906571,3.5464241776741776,3.6767688553101263,3.911983901422404,3.669310851499883,3.977300066495917,4.015051615051615,4.34469696969697,3.489965171506572,3.9391134307022155,3.3499786770429045,3.5012094007460446,3.3298159145381367,3.499347985654811,3.9929518398268398,3.4317140476780645,2.593068783068783,3.3709899749373435,2.8300659626831504,3.5561980684529706,4.070680097795265,3.8490952380952375,3.857738095238095,3.8893930143930144,3.908541921041921,3.5052836566725456,4.148180730625583,4.291666666666666,OH
9,3.916666666666667,0.0,2.4962585034013607,0.0,0.0,3.5,3.871666666666667,2.1095238095238096,3.678815807848066,0.0,3.448831869884501,4.142857142857143,3.5909090909090913,3.4,2.333333333333333,3.1246031746031746,0.0,0.0,0.0,3.24375,0.0,3.1833333333333336,3.3850000000000002,0.0,3.6666666666666665,3.8,3.561137820512821,3.888888888888889,0.0,3.6833333333333327,3.9261538461538463,0.0,0.0,0.0,4.833333333333334,4.2375,4.666666666666667,4.5,0.0,SC
